0.844642857143 32
0.851071428571 35
0.848214285714 35
0.835714285714 34
0.851428571429 47
0.903214285714 39
0.895357142857 39
0.890714285714 44
0.930714285714 44
0.924642857143 44
0.9375 41
0.918214285714 44
0.9175 44
0.916428571429 43
0.901785714286 42
0.950714285714 41
0.923928571429 42
0.925 42
0.925357142857 42
0.911428571429 41
0.9225 42
0.925 41
0.925714285714 41
0.958928571429 42
0.954642857143 42
0.950714285714 42
0.952857142857 42
0.962142857143 42
0.958928571429 42
0.955714285714 42
0.948571428571 42
0.953214285714 42
0.954285714286 41
0.946071428571 41
0.953571428571 41
0.947142857143 42
0.953928571429 42
0.9475 42
0.948571428571 42
0.955 42
0.954285714286 42
0.955 41
0.956428571429 42
0.956785714286 42
0.958571428571 42
0.963928571429 42
0.958571428571 42
0.958214285714 42
0.961071428571 42
0.960714285714 42
0.961071428571 42
0.964642857143 42
0.9675 42
0.966428571429 42
0.962857142857 42
0.965714285714 42
0.964642857143 42
0.963928571429 42
0.966785714286 42
0.967142857143 42
0.9675 42
0.967857142857 42
0.964285714286 42
0.961785714286 42
0.960357142857 42
0.957857142857 42
0.951785714286 42
0.952857142857 42
0.954642857143 42
0.955357142857 42
0.9625 42
0.961428571429 42
0.956785714286 42
0.963214285714 42
0.957142857143 42
0.957142857143 42
0.955714285714 42
0.96 42
0.9625 42
0.96 42
0.96 42
0.962142857143 42
0.965 42
0.9625 42
0.961071428571 42
0.96 42
0.954642857143 42
0.959285714286 42
0.956785714286 42
0.954285714286 42
0.955357142857 42
0.912142857143 42
0.9575 42
0.958214285714 42
0.941785714286 42
0.949642857143 42
0.949285714286 42
0.952857142857 42
0.95 42
0.950714285714 42
